,id,utme,utmn,strat_unit,strat_unit_symbol,unit_local,tecunit,era,period,strat_age,gp_suite,fm_lithodm,mem_phase,rock_class,rock_code,rock_type,remarks,rk_char,rk_char_cd,age_max_g,age_min_g,age_stratigraphic,epoch,stage,age_max_t,age_max_t_range?,age_min_t,age_min_t_range?,age_desc,age_method,age_remarks,belt,terrane,basin,basin_age,ckout_by,ckout_date,ckout_tag,mp_id,project,src_id,src_ref,note,strat_age_max,strat_age_min
270,HOY_1271,356569,5438131,EPMvta,,Epm,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,,volcanic rocks,vta,"Undivided, mainly alkalic volcanic rocks",,,,Eocene,Eocene,Paleogene,Eocene,Ypresian,54,,46.0,,50.0 ± 4.0 Ma,K/Ar biotite,"Ref: Mathews, W.H. (1964): Potassium-Argon determinations of Cenozoic volcanic rocks from British Columbia; GSA, Bulletin, v.27, pp. 465-468; volcanic ash sample (13834) dated by H. Vaadsgaard (U of Alta)",Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Eocene,
271,HOY_1272,354180,5436807,CKHd,,Pkgb,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,Greenwood gabbro,,intrusive rocks,d,"coarse- to fine-grained hornblende diorite, gabbro, diabase",Fyles (1990) and Massey (2005) both include these diorites within the Knob Hill complex,,,Carboniferous,Devonian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Carboniferous,Permian
272,HOY_1273,374871,5429580,EPsg,,Epx,,Cenozoic,Paleogene,Eocene,Penticton Group,,,sedimentary rocks,sg,epiclastic slide breccia,Little (1957) correlated unit with Klondike Mtn Fm; Fyles included it in the Penticton Group,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Eocene,
273,HOY_1274,377482,5430024,TrNBvbi,,Trbv,,Mesozoic,Triassic,Upper Triassic ,Nicola Group,Brooklyn Formation,,volcanic rocks,vbi,"greenstone, fragmental; may include microdiorite",,,,Upper Triassic,Upper Triassic,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Upper Triassic,
274,HOY_1275,380199,5432314,CPASsm,,Pans,,Mesozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,sm,"quartzite, , quartz-chlorite schist, quartz-sericite schist, argillite, minor greenstone",mapped as Knob Hill Group by Fyles (1990) and as Anarchist Schist by Massey (2007),metachert,,Carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
275,HOY_1276,374093,5436403,CKHsch.cc,,Pkbx,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,sch,chert breccia and conglomerate ,,chert  and limestone clasts,cc,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
276,HOY_1277,374143,5437470,CKHchm,,Pkc,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,chm,"chert, grey argillite, siliceous greenstone and minor limestone",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
277,HOY_1278,374407,5439056,JNgd,,Jgd,,Mesozoic,Jurassic,Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite",,,,Lower Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Jurassic,
278,HOY_1279,374962,5442032,TrNBsch.tx,,Trbx,,Mesozoic,Triassic,Upper Triassic ,Nicola Group,Brooklyn Formation,,volcanic rocks,sch,"chert breccia; minor tuff, tuffaceous sandstone, conglomerate",,tx,,Upper Triassic,Upper Triassic,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Upper Triassic,
279,HOY_1280,374796,5442388,CKHchm,,Pkc,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,chm,"chert, grey argillite, siliceous greenstone and minor limestone",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
280,HOY_1281,371648,5446481,JNgd,,mJgd,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite",,,,Lower Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Little, H.W., 1979; Geology, Greenwood; GSC, Paper 79-29",,Middle Jurassic,
281,HOY_1282,372000,5443979,TrNBvbi,,Trbv,,Mesozoic,Triassic,Upper Triassic ,Nicola Group,Brooklyn Formation,,volcanic rocks,vbi,"greenstone, fragmental; may include microdiorite",,,,Upper Triassic,Upper Triassic,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Upper Triassic,
282,HOY_1283,370987,5442023,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Monger, J.W.H., 1968, Early Tertiary stratified rocks, Greenwood map area (082E/02), GSC Paper 67-42",,Eocene,
283,HOY_1284,368709,5440453,TrNBsch.tx,,Trbx,,Mesozoic,Triassic,Upper Triassic ,Nicola Group,Brooklyn Formation,,volcanic rocks,sch,"chert breccia; minor tuff, tuffaceous sandstone, conglomerate",,tx,,Upper Triassic,Upper Triassic,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Upper Triassic,
284,HOY_1285,366255,5433912,CKHum,,sp,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Permian,
285,HOY_1286,366778,5434535,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Monger, J.W.H., 1968, Early Tertiary stratified rocks, Greenwood map area (082E/02), GSC Paper 67-42",,Eocene,
286,HOY_1287,367452,5433399,CKHum,,sp,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Permian,
287,HOY_1288,366801,5433799,EPMvta,,Emv2,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,,volcanic rocks,vta,andesite and trachyandesite; minor tuff,,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-15,revision,Penticton,Boundary,,"Monger, J.W.H., 1968, Early Tertiary stratified rocks, Greenwood map area (082E/02), GSC Paper 67-42",,Eocene,
288,HOY_1289,364904,5434716,Eidsd,,Emi2,,Cenozoic,Paleogene,Eocene,,,,intrusive rocks,dsd,syenite and diorite; intrusive equivalents of Marron Formation,,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Little, H.W., 1979; Geology, Greenwood; GSC, Paper 79-29",,Eocene,
289,HOY_1290,365027,5433040,CKHum,,sp,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Permian,
290,HOY_1291,367206,5441155,EPMvt,,Emv1,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,,volcanic rocks,vt,"trachyte, phonolite, interbedded pyroclastics",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-15,revision,Penticton,Boundary,,"Monger, J.W.H., 1968, Early Tertiary stratified rocks, Greenwood map area (082E/02), GSC Paper 67-42",,Eocene,
291,HOY_1292,363773,5436108,Eidsd,,Emi2,,Cenozoic,Paleogene,Eocene,,,,intrusive rocks,dsd,syenite and diorite; intrusive equivalents of Marron Formation,,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Little, H.W., 1979; Geology, Greenwood; GSC, Paper 79-29",,Eocene,
292,HOY_1293,363838,5439867,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Monger, J.W.H., 1968, Early Tertiary stratified rocks, Greenwood map area (082E/02), GSC Paper 67-42",,Eocene,
293,HOY_1294,361570,5437044,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Monger, J.W.H., 1968, Early Tertiary stratified rocks, Greenwood map area (082E/02), GSC Paper 67-42",,Eocene,
294,HOY_1295,361517,5439150,CKHvm,,Pkv,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,vm,"greenstone, pillow lava and breccia, amphibolite and minor limestone",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Carboniferous,Permian
295,HOY_1296,361147,5435973,CKHum,,PKum,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Permian,
296,HOY_1297,360789,5439167,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
297,HOY_1298,360663,5440192,TrNBsch.tx,,Trbbx,,Mesozoic,Triassic,Upper Triassic ,Nicola Group,Brooklyn Formation,,volcanic rocks,sch,"chert breccia; minor tuff, tuffaceous sandstone, conglomerate",,tx,,Upper Triassic,Upper Triassic,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Upper Triassic,
298,HOY_1299,359716,5437301,ECds,,Ec,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,"syenite, quartz monzonite; diorite",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
299,HOY_1300,359609,5436545,EPMvt,,Emv1,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,,volcanic rocks,vt,"trachyte, phonolite, interbedded pyroclastics",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-15,revision,Penticton,Boundary,,"Monger, J.W.H., 1968, Early Tertiary stratified rocks, Greenwood map area (082E/02), GSC Paper 67-42",,Eocene,
300,HOY_1301,361989,5442127,CKHvsm,,Pkvc,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,vsm,"transition zone: greenstone, pillow lava, chert, minor argillite",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
301,HOY_1302,359628,5443570,Eid,,Emi1,,Cenozoic,Paleogene,Eocene,,,,intrusive rocks,d,"syenite, rhomb porphyry syenite, diorite, diorite porphyry",locally referred to as Shingle Creek porphyry;  assumed to be Eocene intrusion,,,Eocene,,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Little, H.W., 1979; Geology, Greenwood; GSC, Paper 79-29",,Eocene,
302,HOY_1303,357394,5442805,CKHvsm,,Pkvc,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,vsm,"transition zone: greenstone, pillow lava, chert, minor argillite",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
303,HOY_1304,358059,5440145,CKHvm,,Pkv,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,vm,"greenstone, pillow lava and breccia, amphibolite and minor limestone",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
304,HOY_1305,357377,5441453,EPMvta,,Epm,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,,volcanic rocks,vta,"Undivided, mainly alkalic volcanic rocks",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
305,HOY_1306,355274,5440025,CKHvm,,Pkv,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,vm,"greenstone, pillow lava and breccia, amphibolite and minor limestone",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
306,HOY_1307,355862,5438204,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
307,HOY_1308,355832,5437774,JNgd.tpo,,Jgd,,Mesozoic,Jurassic,Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"quartz- feldspar porphyry; granodiorite, quartz diorite",,porphyritic,tpo,Middle Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Jurassic,
308,HOY_1309,355099,5436622,CKHvm,,Pkv,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,vm,"greenstone, pillow lava and breccia, amphibolite and minor limestone",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Carboniferous,Permian
309,HOY_1310,355603,5436692,CKHum,,Pkum,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Permian,
310,HOY_1311,355004,5437935,CKHum,,sp,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Permian,
311,HOY_1312,354255,5437577,ECds,,Ec,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,"syenite, quartz monzonite; diorite",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
312,HOY_1313,379197,5429670,CPAsf,,Pata,,Paleozoic ,Carboniferous to Permian,Carboniferous to Permian,,Attwood Formation,,sedimentary rocks,sf,"argillite, silstone; minor limestone and mafic volcanic rocks",,,,Carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
313,HOY_1314,381449,5429868,TrNBvbi,,Trbv,,Mesozoic,Triassic,Upper Triassic ,Nicola Group,Brooklyn Formation,,volcanic rocks,vbi,"greenstone, fragmental; may include microdiorite",,,,Upper Triassic,Upper Triassic,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Upper Triassic,
314,HOY_1315,382268,5429702,JNgg.tpo,,Jgcr,,Mesozoic,Jurassic,Middle Jurassic,,Lexington porphyry,,intrusive rocks,gg,quartz-feldspar porphyritic granite,"Dostal et al., 2001 report a U-Pb zircon date",porphyritic,tpo,Lower Jurassic,Middle Jurassic,Jurassic,L Jurassic,Hettangian,200.8,,198.0,,199.4 ± 1.4 Ma,U-Pb zircon,"Ref: Dostal, J., Church, B.N. and Hoy, T. (2001): Geological and geochemical evidence for variable magmatism and tectonics in the Southern Canadian Cordillera; CJES, v. 38, pp. 75-79",Omineca,Post accretionary,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Middle Jurassic,
315,HOY_1316,382313,5429892,CKHum,,sp,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Permian,
316,HOY_1317,381758,5431821,CKHum,,sp,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Permian,
317,HOY_1318,380652,5434554,CPASshm,,Pans,,Mesozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,shm,"quartzite, , quartz-chlorite schist, quartz-sericite schist, argillite, minor greenstone",mapped as Knob Hill Group by Fyles (1990) and as Anarchist Schist by Massey (2007),metachert,,Carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
318,HOY_1319,378984,5435269,CKHum,,sp,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Permian,
319,HOY_1320,381666,5435347,CPAsf,,Pata,,Paleozoic ,Carboniferous to Permian,Carboniferous to Permian,,Attwood Formation,,sedimentary rocks,sf,"argillite, silstone; minor limestone and mafic volcanic rocks",,,,Carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
320,HOY_1321,375358,5436118,CKHd,,Pkgb,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,Old Diorite,,intrusive rocks,d,"coarse- to fine-grained hornblende diorite, gabbro, diabase",Fyles (1990) and Massey (2005) both include these diorites within the Knob Hill complex,,,Carboniferous,Devonian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
321,HOY_1322,376425,5437285,CKHchm,,Pkc,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,chm,"chert, grey argillite, siliceous greenstone and minor limestone",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Carboniferous,Permian
322,HOY_1323,376431,5439507,JNgd,,Jgd,,Mesozoic,Jurassic,Jurassic,Nelson plutonic suite,Greenwood stock,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite","age date reference: Massey et al., 2009",,,Lower Jurassic,Middle Jurassic,Jurassic,L Jurassic,Toarcian,183.7,,176.1,,179.9 ± 3.8 Ma,U-Pb zircon,"Ref: Massey et al. (2010): BC Ministry of Energy and Mines, Paper 2010, pp. 127-142; sample dated by J. Gabites, UBC",Omineca,Post accretionary,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Jurassic,
323,HOY_1324,375432,5439338,EPMvta,,Epm,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,,volcanic rocks,vta,"Undivided, mainly alkalic volcanic rocks",Fyles (1990) and Massey (2005) both include these diorites within the Knob Hill complex,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-02-10,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Eocene,
324,HOY_1325,374912,5440935,JNgd,,Jgd,,Mesozoic,Jurassic,Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"granodiorite, quartz diorite, minor diorite",,,,Lower Jurassic,Middle Jurassic,Jurassic,L Jurassic,Torcian,183.7,,176.1,,179.9 ± 3.8 Ma,U-Pb zircon,"Ref: Massey et al. (2010): BC Ministry of Energy and Mines, Paper 2010, pp. 127-142; sample dated by J. Gabites, UBC",Omineca,Post accretionary,,,T. Høy,2021-01-02,revision,Penticton,Boundary,,"Fyles, J.T., 1990, Geology of the Greenwood-Grand Forks area, British Columbia; BCMEMPR, Open file 1990-25",,Jurassic,
